_id,ltable_ID,rtable_ID,ltable_Title,ltable_Genres_Merged,ltable_Episodes,ltable_Year,ltable_Type,ltable_ProductionHouse_Merged,rtable_Title,rtable_Genres_Merged,rtable_Episodes,rtable_Year,rtable_Type,rtable_ProductionHouse_Merged
31277,923,6562,Hourou Musuko Specials (Wandering Son Specials),DramaSchool,2,2011-2011,Special,AniplexAIC,Black Lagoon Specials,ComedyParody,7,2009 - 2010,DVD Special,MADHOUSE
31342,1226,6562,Comic Party Specials,ComedyDrama,4,2003-2003,Special,OrientalLightandMagicKSS,Black Lagoon Specials,ComedyParody,7,2009 - 2010,DVD Special,MADHOUSE
31423,1363,6587,Detective Conan (Case Closed),AdventureComedyMysteryPoliceShounen,Unknown,1996 -1996 ,TV,TMSEntertainmentYomiuriTelecastingCorporationFUNimationEntertainmentAnimaxYTVTMS-Kyokuchi,Detective Academy Q,BasedonaMangaDetectivesMystery,45,2003 - 2004,TV,StudioPierrot
31430,3142,6588,Tantei Team KZ Jiken Note,Mystery,Unknown,2015 -2015 ,TV,SIGNALMD,Tantei Gakuen Q,BasedonaMangaDetectivesMystery,45,2003 - 2004,TV,StudioPierrot
31683,1489,6632,Dragon Ball Kai (Dragon Ball Z Kai),ActionAdventureComedyFantasyMartialArtsShounenSuperPower,97,2009-2011,TV,ToeiAnimationFUNimationEntertainment,Dragon Ball: Episode of Bardock,ActionAliensHandtoHandCombatSuperpowers,1,2011,Other,ToeiAnimation
31781,1164,6642,Morita-san wa Mukuchi. Specials,ComedySchoolSliceofLife,2,2012-2012,Special,DAXProductionTakeshoboSeven,Bakuman. (2012) Specials,,2,2013,DVD Special,J.C.Staff
31885,1981,6672,Haiyore! Nyaruko-san W (Nyaruko: Crawling With Love! Second Season),ComedyParodySci-Fi,12,2013-2013,TV,XebecNISAmericaInc.DIVEIIEntertainment,Haiyore! Nyaruko-san F,AliensBasedonaLightNovelComedyFantasyHaremParodyRomanceSciFiSupernatural,1,2015,OVA,XEBEC
31894,903,6674,Hidamari Sketch x ☆☆☆ Specials,ComedySchoolSliceofLife,2,2010-2010,Special,ShaftLantis,Kuroshitsuji 2 Specials,,6,2010 - 2011,DVD Special,A-1Pictures
31956,1170,6674,Sky Girls Specials,ComedyMechaMilitarySci-Fi,9,2007-2008,Special,J.C.Staff,Kuroshitsuji 2 Specials,,6,2010 - 2011,DVD Special,A-1Pictures
32045,573,6685,Ookami Shoujo to Kuro Ouji OVA,ComedyRomanceSchoolShoujo,1,2015-2015,OVA,VAPTYOAnimations,Ookami Shoujo to Kuro Ouji,BasedonaMangaBlackmailRomanceSchoolLifeShoujo,12,2014,TV,TYOAnimations
32173,1653,6698,High School DxD,ComedyDemonsEcchiHaremRomanceSchool,12,2012-2012,TV,GencoFUNimationEntertainmentLantisTNKAT-XPRAShowgateAtelierMusa,High School DxD NEW OVA,BasedonaLightNovelDemonsEcchiFantasyNudity,1+,2015 - ?,OVA,
32197,1716,6705,New Prince of Tennis (The Prince of Tennis II),ActionComedyShounenSports,13,2012-2012,TV,ProductionI.GTVTokyoBandaiVisualNASM.S.CTVTokyoMusicMarvelousAQL,Chaika: The Coffin Princess - AVENGING BATTLE,AdventureBasedonaLightNovelFantasy,10,2014,TV,Bones
32221,916,6707,Inu x Boku SS Special (Inu X Boku Secret Service Special),ComedyShounenSupernatural,1,2012-2012,Special,AniplexDavidProductionSentaiFilmworks,Dragon Ball Z Special 1: Bardock - The Father of Goku,ActionShounen,1,1990,TV Special,ToeiAnimation
32251,1159,6707,Di Gi Charat Summer Special 2000,Comedy,4,2000-2000,Special,TBSSentaiFilmworks,Dragon Ball Z Special 1: Bardock - The Father of Goku,ActionShounen,1,1990,TV Special,ToeiAnimation
32284,118,6716,Slayers Return (Slayers Movie 2),AdventureComedyFantasyMagicShounen,1,1996-1996,Movie,J.C.StaffADVFilms,Slayers Revolution,AdventureBasedonaLightNovelComedyFantasyMagic,13,2008,TV,J.C.Staff
32315,900,6720,Gekkan Shoujo Nozaki-kun Specials,ComedyRomanceSchool,6,2014-2015,Special,DogaKoboMediaFactory,Kamichu Specials,FamilyFriendlyFantasyJapaneseMythologyMoeRomanceSchoolLifeSliceofLife,4,2005 - 2006,DVD Special,Brains-Base
32365,1123,6720,Di Gi Charat Tsuyu Specials,Comedy,2,2001-2001,Special,Madhouse,Kamichu Specials,FamilyFriendlyFantasyJapaneseMythologyMoeRomanceSchoolLifeSliceofLife,4,2005 - 2006,DVD Special,Brains-Base
32412,92,6724,Ghost in the Shell (2015),ActionMechaPolicePsychologicalSci-Fi,1,2015-2015,Movie,ProductionI.GFUNimationEntertainment,Ghost in the Shell: Stand Alone Complex 2nd Gig - Tachikoma Days,ComedySciFi,26,,Other,
32521,1991,6744,Uragiri wa Boku no Namae wo Shitteiru (Betrayal Knows My Name),AdventureDramaFantasyShoujoShounenAi,24,2010-2010,TV,J.C.Staff,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,BasedonaLightNovelMystery,1+,2015 - ?,TV,TROYCA
32533,236,6752,Fusha no Sha (To Shoot Without Shooting),AdventureHistoricalMartialArtsSamuraiSupernatural,1,1988-1988,Movie,ShanghaiAnimationFilmStudio,Fusha no Sha,ShortsStopMotionAnimation,1,1988,Movie,
32694,133,6776,Black Jack the Movie,Drama,1,1996-1996,Movie,TezukaProductions,Black Jack OVA,DramaEpisodic,10,1993 - 1996,OVA,StudioComet
32739,1023,6778,Fantastic Children Special,SliceofLife,1,2005-2005,Special,NipponAnimation,Yawara! Special: Zutto Kimi no Koto ga,Sports,1,1996,TV Special,MADHOUSE
32781,995,6782,Shakugan no Shana Movie Special,AdventureComedyFantasyParody,1,2007-2007,Special,J.C.Staff,Shakugan no Shana Movie,ActionFantasyMagicTsundere,1,2007,Movie,J.C.Staff
32878,993,6807,Mahoromatic Summer Special,ComedyEcchiRomanceSci-Fi,1,2003-2003,Special,GainaxShaftSentaiFilmworks,Beelzebub Jump Super Anime Tour Special,ActionBasedonaMangaComedyDelinquentsDemonsShounenSuperpowers,1,2010,OVA,StudioPierrot
32919,1004,6808,Bokura wa Minna Kawaisou Specials,Comedy,14,2014-2015,Special,BrainsBase,Baka to Test to Shoukanjuu Specials,ComedyEcchiOmake,6,2010,DVD Special,SILVERLINK
32920,1020,6808,Tegami Bachi Reverse Specials (Letter Bee Reverse Specials),Comedy,25,2010-2011,Special,StudioPierrot,Baka to Test to Shoukanjuu Specials,ComedyEcchiOmake,6,2010,DVD Special,SILVERLINK
33048,112,6822,Genius Party Beyond,DementiaFantasyMusicSci-Fi,5,2008-2008,Movie,Studio4°C,Genius Party Beyond,Collections,5,2008,Movie,Studio4\xc2\xb0C
33174,1916,6845,Ookami Shoujo to Kuro Ouji (Wolf Girl and Black Prince),ComedyRomanceSchoolShoujo,12,2014-2014,TV,VAPYomiuriTelecastingCorporationTYOAnimationsSentaiFilmworksNipponTelevisionNetworkCorporation,One Piece Movie 8: The Desert Princess and the Pirates - Adventures in Alabasta,ActionAdventureComedyPiratesShounen,1,2007,Movie,ToeiAnimation
33547,1920,6935,Uchuu no Stellvia (Stellvia of the Universe),ActionRomanceSci-FiSpace,26,2003-2003,TV,XebecTVTokyoMusic,Stellvia of the Universe,ActionOriginalWorkOuterSpaceRomanceSchoolLifeSciFi,26,2003,TV,XEBEC
33550,1768,6937,Date A Live,ComedyHaremMechaRomanceSchoolSci-Fi,12,2013-2013,TV,FUNimationEntertainmentAICPlus+NipponColumbia,Date a Live,HaremRomanceSciFi,12,2013,TV,AICPLUS+
33926,900,6970,Gekkan Shoujo Nozaki-kun Specials,ComedyRomanceSchool,6,2014-2015,Special,DogaKoboMediaFactory,Tentai Senshi Sunred Specials,BasedonaMangaComedyMonstersParody,4,2009,DVD Special,AICA.S.T.A.
33972,1100,6970,Cluster Edge Specials,ActionFantasyMilitarySci-Fi,3,2006-2006,Special,SentaiFilmworks,Tentai Senshi Sunred Specials,BasedonaMangaComedyMonstersParody,4,2009,DVD Special,AICA.S.T.A.
33984,1152,6970,Seirei Tsukai no Blade Dance Specials,ActionFantasySchoolSupernatural,6,2014-2015,Special,TNK,Tentai Senshi Sunred Specials,BasedonaMangaComedyMonstersParody,4,2009,DVD Special,AICA.S.T.A.
34083,133,6975,Black Jack the Movie,Drama,1,1996-1996,Movie,TezukaProductions,Cardcaptor Sakura: The Movie,FamilyFriendlyMagicalGirlShoujo,1,1999,Movie,MADHOUSE
34085,217,6975,eX-Driver the Movie,ActionAdventureCarsComedySci-FiShounen,1,2002-2002,Movie,BandaiVisualActasGenco,Cardcaptor Sakura: The Movie,FamilyFriendlyMagicalGirlShoujo,1,1999,Movie,MADHOUSE
34179,487,6989,Mobile Suit Gundam 00 Special Edition,ActionDramaMechaMilitarySci-Fi,3,2009-2010,OVA,SunriseSotsuAgencyAsatsuDKMainichiBroadcasting,Mobile Suit Gundam SEED Destiny Final Plus: The Chosen Future,,1,2005,TV Special,Sunrise
34225,2384,6995,Densetsu Kyojin Ideon (Space Runaway Ideon),DramaMechaSci-FiSpace,39,1980-1981,TV,SunriseAniplex,Shoubushi Densetsu Tetsuya,BoardGamesDramaGamblingMahjongPsychologicalShounen,20,2000 - 2001,TV,ToeiAnimation
34234,220,6998,Jigoku Sensei Nube (Movie) (Hell Teacher Nube),AdventureComedyHorrorSchoolShounenSupernatural,1,1996-1996,Movie,ToeiAnimation,Please Teacher: Secret Couple,AliensEcchiRomance,1,2002,OVA,Daume
34244,311,7000,Tondemo Nezumi Daikatsuyaku (The Legend of Manxmouse),Adventure,1,1979-1979,Movie,NipponAnimation,Fist of the North Star: Legend of Toki,,1,2008,OVA,APPP
34355,1170,7002,Sky Girls Specials,ComedyMechaMilitarySci-Fi,9,2007-2008,Special,J.C.Staff,Shinryaku! Ika Musume Specials,ComedyOmake,2,2011,DVD Special,Diomedea
34673,993,7041,Mahoromatic Summer Special,ComedyEcchiRomanceSci-Fi,1,2003-2003,Special,GainaxShaftSentaiFilmworks,Lupin III Special 15: Operation Return the Treasure,ActionComedyThieves,1,2003,TV Special,TMSEntertainment
34744,951,7055,Shigofumi Special (Shigofumi: Letters from the Departed Special),DramaFantasyPsychologicalThriller,1,2008-2008,Special,J.C.StaffBandaiVisualGencoSentaiFilmworks,Yowapeda: Special Ride,Cycling,1,2013,OVA,TMSEntertainment
34768,1187,7055,Inugami-san to Nekoyama-san Special,ComedySchoolShoujoAi,1,2014-2014,Special,DAXProductionSevenDreamCreation,Yowapeda: Special Ride,Cycling,1,2013,OVA,TMSEntertainment
35020,2406,7101,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,ComedyEcchiFantasyRomance,12,2013-2013,TV,AsreadSentaiFilmworks,Kimi ga Aruji de Shitsuji ga Ore de,BasedonanErogeBasedonaVisualNovelComedyEcchiHaremIncestMaidsNudityPantyShotsShoujo-ai,13,2008,TV,A.C.G.T.
35273,1754,7137,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,Mystery,12,2015 -2015 ,TV,LantisDAXProductionTROYCA,Jinrui wa Suitai Shimashita Specials,,6,2012 - 2013,DVD Special,AICA.S.T.A.
35314,1054,7138,Sola Specials,ComedyRomanceSliceofLifeSupernatural,2,2007-2007,Special,BandaiVisualNomad,Humanity Has Declined Specials,,6,2012 - 2013,DVD Special,AICA.S.T.A.
35521,2092,7168,Kakumeiki Valvrave (Valvrave the Liberator),ActionMechaSpace,12,2013-2013,TV,SunriseAniplexDentsuMainichiBroadcastingMovicBandaiAniplexofAmericaBandaiNamcoGames,Kakumeiki Valvrave,ActionMechaOuterSpaceSciFiWar,12,2013,TV,Sunrise
35603,1091,7173,Yama no Susume Second Season Specials,ComedySeinenSliceofLife,2,2014-2015,Special,8bitEarthStarEntertainment,Shijou Saikyou no Deshi Kenichi OVA Specials,ComedyMartialArtsShounen,3,2013 - 2014,DVD Special,Brains-Base
35726,1043,7197,Mokke Specials (Mokke Special Episodes),MysterySliceofLifeSupernatural,2,2008-2008,Special,MadhouseKodansha,Maria-sama ga Miteru Specials,ComedyOmakeShoujo-ai,7,2004,DVD Special,StudioDeen
35753,1165,7197,Ryuugajou Nanana no Maizoukin (TV) Specials,Comedy,6,2014-2014,Special,A-1Pictures,Maria-sama ga Miteru Specials,ComedyOmakeShoujo-ai,7,2004,DVD Special,StudioDeen
35823,11,7219,Kaguya-hime no Monogatari (The Tale of the Princess Kaguya),FantasyHistorical,1,2013-2013,Movie,StudioGhibliGKids,One Piece: The Desert Princess and the Pirates - Adventures in Alabasta Prologue,Pirates,1,2007,OVA,ToeiAnimation
35829,160,7219,Space Adventure Cobra (Space Adventure Cobra: The Movie),ActionAdventureSci-FiSpace,1,1982-1982,Movie,TMSEntertainmentDiscotek,One Piece: The Desert Princess and the Pirates - Adventures in Alabasta Prologue,Pirates,1,2007,OVA,ToeiAnimation
35918,1954,7232,Speed Grapher,ActionMysterySuperPower,24,2005-2005,TV,GonzoTVAsahiFUNimationEntertainmentWaoWorldTAP,Speed Grapher,ActionOriginalWorkPsychologicalSexualAbuseSupernaturalViolence,24,2005,TV,GONZO
36027,942,7247,Maria-sama ga Miteru 3rd Specials,Comedy,5,2006-2007,Special,StudioDeenRightStuf,Letter Bee Reverse Specials,,25,2010 - 2011,DVD Special,StudioPierrot
36062,1103,7247,Genshiken Nidaime Specials,ComedyParodySliceofLife,4,2013-2013,Special,ProductionI.GStarchildRecords,Letter Bee Reverse Specials,,25,2010 - 2011,DVD Special,StudioPierrot
36145,916,7265,Inu x Boku SS Special (Inu X Boku Secret Service Special),ComedyShounenSupernatural,1,2012-2012,Special,AniplexDavidProductionSentaiFilmworks,Lupin III Special 7: The Pursuit of Harimao's Treasure,ActionThieves,1,1995,TV Special,TMSEntertainment
36351,977,7283,High School DxD Specials,ComedyDemonsEcchiHaremRomanceSchool,6,2012-2012,Special,GencoFUNimationEntertainmentLantisTNK,Saki: Achiga-hen - Episode of Side-A Specials,BoardGamesMahjong,4,2012 - 2013,TV Special,StudioGokumi
36459,1235,7292,Oniichan no Koto nanka Zenzen Suki Janain Dakara ne!! Special,ComedyEcchiRomance,1,2011-2011,Special,Zexcs,Lupin III Special 6: Dragon of Doom,ActionComedyThieves,1,1994,TV Special,TMSEntertainment
36469,704,7294,Zettai Karen Children Gentei Kaikin!! OVA Chou Sakidori Special!!,ActionComedyShounenSupernatural,1,2010-2010,OVA,SynergySP,The iDOLM@STER Special,Idols,1,2012,TV Special,A-1Pictures
36577,1016,7303,Mahoromatic 2 End Year Special,ComedyEcchiMilitaryRomanceSci-Fi,1,2002-2002,Special,Gainax,Mahoromatic: Something More Beautiful,ComedyEcchiMaids,14,2002 - 2003,TV,Gainax
36697,962,7327,The Rose and Women of Versailles (Lady Oscar Special),AdventureComedyDramaHistoricalRomanceShoujo,1,1980-1980,Special,TokyoMovieShinsha,Hikaru no Go: Special Edition - Match of Justice! The Ancient Flower Blooms!,BoardGamesShounenSupernatural,1,,Other,
36808,944,7345,Seikai no Senki Special,ActionMilitaryRomanceSci-FiSpace,1,2001-2001,Special,SunriseBandaiVisualWOWOWBeSTACK,Arslan Senki Specials,Comedy,2+,2015 - ?,DVD Special,SANZIGENAnimationStudio
36820,1005,7345,Karneval Specials,Comedy,11,2013-2013,Special,BandaiVisualManglobe,Arslan Senki Specials,Comedy,2+,2015 - ?,DVD Special,SANZIGENAnimationStudio
36875,1239,7345,Robot Girls Z Specials,ComedyParody,3,2014-2014,Special,ToeiAnimationNipponColumbiaLandQstudios,Arslan Senki Specials,Comedy,2+,2015 - ?,DVD Special,SANZIGENAnimationStudio
37227,2542,7410,Ai Shoujo Pollyanna Monogatari,DramaHistoricalSliceofLife,51,1986-1986,TV,NipponAnimation,Kaguya-hime no Monogatari,ComingofAgeFantasyHistoricalJapaneseMythology,1,2013,Movie,StudioGhibli
37338,1383,7427,Durarara!!x2 Shou,ActionMysterySupernatural,12,2015-2015,TV,AniplexSquareEnixMainichiBroadcastingMovicAniplexofAmericaASCIIMediaWorksStudioShuka,Durarara!!x2 Ten,ActionBasedonaLightNovelComedyDrugUseSocialMediaSupernaturalViolence,12,2015,TV,Shuka
37393,2461,7439,Heisei Inu Monogatari Bow (Heisei Period Dog Tale Bow),AdventureComedy,40,1993-1994,TV,NipponAnimationDaiichiKoshoCo.,Isekai no Seikishi Monogatari,EcchiFantasyHaremMechaSchoolLife,13,2009 - 2010,OVA,AICSpirits
37695,1593,7480,Special A (Special A (S.A)),ComedyRomanceSchoolShoujo,24,2008-2008,TV,GonzoAICSentaiFilmworksShowgate,Love Hina Spring Special - I Wish Your Dream,ComedyEcchiRomanceTsundere,1,2001,TV Special,XEBEC
37703,895,7481,Hajime no Ippo Special (Fighting Spirit Special),ComedyDramaShounenSports,1,2003-2003,Special,MadhouseVAPGeneonUniversalEntertainment,You're Under Arrest: Full Throttle Special,,1,2008,DVD Special,StudioDeen
37796,151,7487,Hayate no Gotoku! Heaven Is a Place on Earth,ComedyHaremParody,1,2011-2011,Movie,TVTokyoGeneonUniversalEntertainmentManglobeShogakukanProductionsHalfH.PStudioSentaiFilmworksShogakukanMusic&amp;DigitalEntertainment,Soukyuu no Fafner: Dead Aggressor - Heaven and Earth,MechaSciFi,1,2010,Movie,XEBEC
37930,1064,7504,Ichigo 100% Special 2 (Strawberry 100%),ComedyEcchiRomanceShounen,1,2005-2005,Special,Nonefoundaddsome,Lupin III Special 20: Sweet Lost Night,ActionThieves,1,2008,TV Special,TMSEntertainment
37976,539,7512,Taiho Shichau zo (You&#039;re Under Arrest),ActionComedyPoliceSeinen,4,1994-1995,OVA,StudioDeenTBSKodanshaAnimeigo,Taiho Shichauzo: Full Throttle,ActionBasedonaMangaComedyDramaPoliceWorkLife,23,2007 - 2008,TV,StudioDeen
38061,1146,7517,Otome wa Boku ni Koishiteru Special,ComedyRomanceSchool,1,2007-2007,Special,Feel,Lupin III Special 18: Seven Days Rhapsody,Thieves,1,2006,TV Special,
38105,1060,7521,Hidan no Aria Special (Aria the Scarlet Ammo Special),ActionComedyRomance,1,2011-2011,Special,J.C.StaffFUNimationEntertainmentflyingDOG,Gargantia on the Verdurous Planet Special,,2,2013,DVD Special,ProductionI.G
38164,1935,7524,Soredemo Machi wa Mawatteiru (And Yet The Town Moves),ComedySliceofLife,12,2010-2010,TV,ShaftDiomedeaDogaKoboPonyCanyonTBSMovicMagicBusStudioPastoralSentaiFilmworksflyingDOGMemory-Tech,Engaged to the Unidentified: Mite. Are ga Watashitachi no Tomatteiru Ryokan yo.,ComedySliceofLife,1,2014,DVD Special,Dogakobo
38270,600,7538,Black★Rock Shooter (OVA),ActionDramaSchoolSliceofLife,1,2010-2010,OVA,RakuonshaOrdetGoodSmileCompany,Black Rock Shooter,ActionFantasyOriginalWorkSchoolLifeSliceofLife,1,2010,OVA,Ordet
38326,694,7554,Tales of Phantasia The Animation (Tales of Phantasia),AdventureFantasyShounen,4,2004-2006,OVA,GeneonUniversalEntertainmentActasFrontierWorks,Kurokami The Animation,ActionBasedonaMangaFantasyMartialArtsSuperpowers,23,2009,TV,Sunrise
38438,1208,7562,Gundam Build Fighters Specials,ComedyMecha,3,2014-2014,Special,Sunrise,Cardcaptor Sakura Specials,ComedySliceofLife,3,1998 - 2000,DVD Special,MADHOUSE
38440,1226,7562,Comic Party Specials,ComedyDrama,4,2003-2003,Special,OrientalLightandMagicKSS,Cardcaptor Sakura Specials,ComedySliceofLife,3,1998 - 2000,DVD Special,MADHOUSE
38549,431,7581,Mobile Suit Gundam Unicorn,ActionDramaMechaMilitarySci-FiSpace,7,2010-2014,OVA,SunriseBandaiEntertainmentNYAVPost,Mobile Suit Zeta Gundam: A New Translation II -Lovers-,SciFi,1,2005,Movie,
38628,1829,7583,Gokinjo Monogatari (Neighborhood Stories),ComedyDramaRomanceSliceofLife,50,1995-1996,TV,ToeiAnimation,Gokinjo Monogatari,ComedyDramaFashionLoveTriangleRomanceSchoolLifeShoujo,50,1995 - 1996,TV,ToeiAnimation
38691,895,7596,Hajime no Ippo Special (Fighting Spirit Special),ComedyDramaShounenSports,1,2003-2003,Special,MadhouseVAPGeneonUniversalEntertainment,Lupin III Special 8: The Secret Of The Twilight Gemini,ActionThieves,1,1996,TV Special,TMSEntertainment
38783,1023,7600,Fantastic Children Special,SliceofLife,1,2005-2005,Special,NipponAnimation,"Love Hina Special: Motoko's Choice, Love or Sword: Don't Cry",ComedyEcchiHaremRomance,1,2000,DVD Special,XEBEC
38800,1204,7600,Bakusou Kyoudai Let&#039;s &amp; Go Special,AdventureCarsShounenSports,1,1996-1996,Special,ProductionI.GXebec,"Love Hina Special: Motoko's Choice, Love or Sword: Don't Cry",ComedyEcchiHaremRomance,1,2000,DVD Special,XEBEC
38895,1220,7603,Souten no Ken Specials,ActionHistoricalMartialArtsShounen,4,2007-2007,Special,TVAsahiAPPP,Maria-sama ga Miteru 3rd Specials,ComedyOmakeShoujo-ai,5,2006 - 2007,DVD Special,StudioDeen
38944,1361,7619,Mobile Suit Gundam 00,ActionDramaMechaMilitarySci-FiSpace,25,2007-2008,TV,SunriseSotsuAgencyAsatsuDKMainichiBroadcastingBandaiEntertainmentSonyMusicEntertainment,Mobile Suit Gundam 0083: The Afterglow of Zeon,MechaMilitaryOuterSpaceSciFi,1,1992,Movie,Sunrise
39113,165,7663,Tenchi Muyou! Manatsu no Eve,ActionComedySci-FiShounenSpace,1,1997-1997,Movie,GeneonUniversalEntertainmentAICGencoPioneerLDC,Tenchi Muyo! GXP,ActionComedyHaremSciFi,26,2002,TV,AIC
39137,895,7669,Hajime no Ippo Special (Fighting Spirit Special),ComedyDramaShounenSports,1,2003-2003,Special,MadhouseVAPGeneonUniversalEntertainment,Lupin III Special 3: Napoleon,ActionAdventureComedyThieves,1,1991,TV Special,TMSEntertainment
39255,1066,7675,Shirobako Specials,AdventureComedy,2,2015-2015,Special,P.A.WorksWarnerBros.,Maria-sama ga Miteru ~Haru~ Specials,ComedyOmakeShoujo-ai,6,2004 - 2005,DVD Special,StudioDeen
39321,303,7681,Cinnamon the Movie (Cinnamoroll: The Movie),Kids,1,2007-2007,Movie,Sanrio,Bishoujo Senshi Sailor Moon S: The Movie,MagicalGirlShoujo,1,1994,Movie,ToeiAnimation
39371,1189,7685,Sora no Manimani Specials (At The Mercy of The Sky Specials),ComedySchoolSliceofLife,3,2009-2009,Special,StudioComet,Amagami SS+ Specials,BasedonaVisualNovelRomanceSchoolLife,6,2012,DVD Special,AIC
39470,1562,7723,Seikai no Senki (Banner of the Stars),ActionMilitaryRomanceSci-FiSpace,13,2000-2000,TV,SunriseBandaiVisualWOWOWBeSTACKFUNimationEntertainmentBandaiEntertainment,Space Battleship Yamato: The Bolar Wars,BasedonanAnimeSciFi,25,1980 - 1981,TV,GroupTAC
39690,983,7739,Shakugan no Shana II (Second) Specials,ComedyParody,3,2008-2009,Special,J.C.StaffFUNimationEntertainment,Shakugan no Shana III Specials,,2,2012,DVD Special,J.C.Staff
39714,1114,7739,Fate/kaleid liner Prisma☆Illya Specials,ComedyFantasyMagic,5,2013-2014,Special,SilverLink,Shakugan no Shana III Specials,,2,2012,DVD Special,J.C.Staff
39893,929,7770,Cardcaptor Sakura Specials,Comedy,3,1998-1999,Special,NHKEnterprises,Ao no Exorcist Specials,BasedonaMangaComedyOmake,10,2011 - 2012,DVD Special,A-1Pictures
39948,1137,7770,Wagaya no Oinari-sama. Specials,AdventureComedyFantasyShounenSupernatural,12,2008-2009,Special,Nonefoundaddsome,Ao no Exorcist Specials,BasedonaMangaComedyOmake,10,2011 - 2012,DVD Special,A-1Pictures
39955,1170,7770,Sky Girls Specials,ComedyMechaMilitarySci-Fi,9,2007-2008,Special,J.C.Staff,Ao no Exorcist Specials,BasedonaMangaComedyOmake,10,2011 - 2012,DVD Special,A-1Pictures
40008,1800,7773,Shoubushi Densetsu Tetsuya,GameHistoricalShounen,20,2000-2001,TV,ToeiVideo,Yoroiden Samurai Troopers Kikoutei Densetsu,ActionSamurai,4,1989 - 1990,OVA,Sunrise
40069,1235,7775,Oniichan no Koto nanka Zenzen Suki Janain Dakara ne!! Special,ComedyEcchiRomance,1,2011-2011,Special,Zexcs,Special Duty Combat Unit Shinesman,ActionAliensComedyParodySciFiSliceofLife,2,1996,OVA,ANIMATE
40100,974,7781,Elfen Lied Special (Elfen Lied: In the Passing Rain),DramaEcchiSupernatural,1,2005-2005,Special,VAPADVFilms,Manabi Straight! Special,MoeSliceofLife,1,2007,DVD Special,ufotable
40262,928,7787,So Ra No Wo To Specials (Sound of the Sky),MilitaryMusicSci-FiSliceofLife,2,2010-2010,Special,AniplexA-1Pictures,Shakugan no Shana S Specials,Comedy,4,2009 - 2010,DVD Special,J.C.Staff
40343,964,7806,Ikoku Meiro no Croisée Special,HistoricalSeinenSliceofLife,1,2011-2011,Special,Satelight,Strawberry Marshmallow Special: Episode 0,ComedyMoeOuterSpaceSliceofLife,1,2005,DVD Special,Doumu
40362,949,7809,Ao no Exorcist Movie Special,ComedyParody,1,2012-2012,Special,Nonefoundaddsome,Ikoku Meiro no Croisée Special,,1,2011,Web,Satelight
40711,1081,7864,Tales of the Abyss Special Fan Disc,ComedySliceofLife,2,2009-2009,Special,Sunrise,Waiting in the Summer Special,OriginalWorkSliceofLife,1,2014,DVD Special,J.C.Staff
41004,3105,7884,Anmitsu Hime (Princess Anmitsu),ComedyHistoricalShoujo,51,1986-1987,TV,StudioPierrotFujiPacificMusicPublishing,Monster Princess Special,Supernatural,1,2008,DVD Special,MADHOUSE
41242,1593,7912,Special A (Special A (S.A)),ComedyRomanceSchoolShoujo,24,2008-2008,TV,GonzoAICSentaiFilmworksShowgate,Lupin III Special 11: The Columbus Files,ActionThieves,1,1999,TV Special,TMSEntertainment
41272,2384,7918,Densetsu Kyojin Ideon (Space Runaway Ideon),DramaMechaSci-FiSpace,39,1980-1981,TV,SunriseAniplex,Doki Doki Densetsu Mahoujin Guru Guru,AdventureComedyFantasyParody,38,2000,TV,NipponAnimation
41307,431,7920,Mobile Suit Gundam Unicorn,ActionDramaMechaMilitarySci-FiSpace,7,2010-2014,OVA,SunriseBandaiEntertainmentNYAVPost,Mobile Suit Gundam SEED Movie II: The Far-Away Dawn,SciFi,1,2004,TV Special,
41379,466,7923,Black Jack,Drama,12,1993-2011,OVA,AnimaxTezukaProductionsCentralParkMedia,Black Jack 21,Action,17,2006,TV,TezukaProductions
41542,1270,7943,Zoku Natsume Yuujinchou (Natsume&#039;s Book of Friends Sequel),DramaFantasyShoujoSliceofLifeSupernatural,13,2009-2009,TV,AniplexBrainsBaseNISAmericaInc.,Natsume Yuujinchou,BasedonaMangaDramaEpisodicJapaneseMythologySliceofLifeSupernatural,13,2008,TV,Brains-Base
41695,128,7966,Clannad Movie (Clannad The Motion Picture),DramaFantasyRomanceSchool,1,2007-2007,Movie,ToeiAnimationSentaiFilmworks,Puella Magi Madoka Magica the Movie Part 1: Beginnings,FantasyMagicalGirlPsychologicalRecapSchoolLife,1,2012,Movie,Shaft
41774,1694,7981,Bishoujo Senshi Sailor Moon R (Sailor Moon R),DemonsMagicRomanceShoujo,43,1993-1994,TV,ToeiAnimationTVAsahiVizMedia,Bishoujo Senshi Sailor Moon Super S: Sailor 9 Senshi Shuuketsu! Black-Dream-Hole no Kiseki,MagicalGirlShoujo,1,1995,Movie,ToeiAnimation
41898,1139,7990,Tide-Line Blue Special,AdventureDramaShounen,1,2006-2006,Special,BandaiEntertainment,Kidou Senshi Gundam SEED Destiny Special Edition II: Sorezore no Ken,SciFi,1,2006,TV Special,Sunrise
