_id,ltable_ID,rtable_ID,ltable_Title,ltable_Genres,ltable_Type,ltable_ProductionHouse,ltable_Year,rtable_Title,rtable_Genres,rtable_Type,rtable_ProductionHouse,rtable_Year,gold
31676,1171,6631,Arslan Senki (TV) Specials,['Comedy'],Special,"['SANZIGEN', 'LIDENFILMS']",2015 -2015,Tengen Toppa Gurren Lagann Gekijouban Zenyasai Special: Viral's Sweet Dream,"['Picture Drama', 'Shorts']",Other,['Gainax'],2009,0
31713,1182,6640,Nurse Witch Komugi-chan Magikarte Special,"['Comedy', 'Magic', 'Shounen']",Special,"['Kyoto Animation', 'ADV Films', 'Rondo Robe', 'Pioneer LDC', 'Toshiba Entertainment']",2003-2003,Kaichou wa Maid-sama! Special,"['[]""']""",DVD Special,['J.C.Staff'],2011,0
32053,1052,6686,Ookami to Koushinryou II Specials (Spice and Wolf II Specials),['Fantasy'],Special,"['FUNimation Entertainment', 'Brains Base']",2009-2009,Wolf Girl and Black Prince,"['Based on a Manga', 'Blackmail', 'Romance', 'School Life', 'Shoujo']",TV,['TYO Animations'],2014,0
32266,1796,6708,Ganbare Genki,"['Action', 'Comedy', 'Shounen', 'Sports']",TV,['Fuji TV'],1980-1981,Ganbare Genki,"['Boxing', 'Sports']",TV,['Toei Animation'],1980 - 1981,1
32296,131,6717,Slayers Premium,"['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen']",Movie,"['Hal Film Maker', 'ADV Films', 'chara-ani.com', 'GANSIS']",2001-2001,The Slayers Revolution,"['Adventure', 'Based on a Light Novel', 'Comedy', 'Fantasy', 'Magic']",TV,['J.C.Staff'],2008,0
32438,1503,6732,Yamada-kun to 7-nin no Majo (TV) (Yamada-kun and the Seven Witches),"['Comedy', 'Harem', 'Mystery', 'Romance', 'School', 'Shounen', 'Supernatural']",TV,['LIDENFILMS'],2015-2015,C: The Money of Soul and Possibility Control,"['Action', 'Debt', 'High Stakes Games', 'noitaminA', 'Original Work', 'Sci Fi']",TV,['Tatsunoko Pro.'],2011,0
32637,274,6769,Onigamiden (Legend of the Millennium Dragon),"['Action', 'Demons', 'Supernatural']",Movie,"['Studio Pierrot', 'Sony Music Entertainment', 'Atelier Musa']",2011-2011,Fist of the North Star: Legend of Kenshiro,"['[]""']""",Movie,['TMS Entertainment'],2008,0
32659,828,6770,Mobile Suit SD Gundam Mk II,"['Mecha', 'Parody', 'Sci-Fi']",OVA,['Sunrise'],1989-1989,Mobile Suit Gundam SEED Destiny,"['Mecha', 'Sci Fi']",TV,['Sunrise'],2004 - 2005,0
32838,187,6802,Mirai Shounen Conan (Movie) (Future Boy Conan Movie),"['Adventure', 'Drama', 'Sci-Fi']",Movie,['Nippon Animation'],1979-1979,Meitantei Conan OVA 7: Agasa-sensei no Chousenjou! Agasa vs Conan & Shounen Tanteidan,"['Detectives', 'Mystery']",OVA,['TMS Entertainment'],2007,0
32883,1039,6807,Vampire Knight Special,"['Comedy', 'Shoujo', 'Vampire']",Special,"['Studio Deen', 'NAS']",2008-2008,Beelzebub Jump Super Anime Tour Special,"['Action', 'Based on a Manga', 'Comedy', 'Delinquents', 'Demons', 'Shounen', 'Superpowers']",OVA,['Studio Pierrot'],2010,0
33137,1030,6841,Galaxy Angel Z Special,"['Comedy', 'Sci-Fi']",Special,"['Broccoli', 'Bandai Entertainment']",2002-2002,Sengoku Basara Special,"['[]""']""",DVD Special,['Production I.G'],2010,0
33344,66,6867,Momo e no Tegami (A Letter to Momo),['Drama'],Movie,"['Production I.G', 'GKids']",2011-2011,Tegami Bachi: Hikari to Ao no Gensou Yawa,['Fantasy'],TV Special,['Studio Pierrot'],2008,0
33390,1692,6889,Uchuu Senkan Yamato (Star Blazers: The Quest for Iscandar),"['Action', 'Adventure', 'Drama', 'Military', 'Sci-Fi', 'Space']",TV,['Academy Productions'],1974-1975,Star Blazers 2199,"['Adventure', 'Based on an Anime', 'Outer Space', 'Sci Fi']",TV,['AIC'],2012 - 2013,0
33514,930,6927,Cross Road,"['School', 'Slice of Life']",Special,"['The Answer Studio', 'CoMix Wave Films']",2014-2014,Z-Kai: Cross Road,"['Promotional', 'School Life']",Other,['CoMix Wave Inc.'],2014,1
33728,1160,6947,Taiho Shichau zo in America (You&#039;re Under Arrest: No Mercy!!),"['Action', 'Comedy', 'Police', 'Shounen']",Special,"['TBS', 'Kodansha']",2002-2002,You're Under Arrest! The Movie,"['Action', 'Police']",Movie,['Studio Deen'],1999,0
33821,2620,6958,Andes Shounen Pepero no Bouken (Adventures of Pepero the Andes Boy),['Adventure'],TV,['Wako Productions'],1975-1976,Space Adventure Cobra,"['Action', 'Adventure', 'Aliens', 'Based on a Manga', 'Ecchi', 'Sci Fi', 'Space Pirates']",TV,['TMS Entertainment'],1982 - 1983,0
33846,1436,6962,Jigoku Shoujo Futakomori (Hell Girl: Two Mirrors),"['Horror', 'Mystery', 'Psychological', 'Supernatural']",TV,"['Aniplex', 'Studio Deen', 'SKY Perfect Well Think', 'Sentai Filmworks']",2006-2007,Hell Girl,"['Animal Abuse', 'Bullying', 'Emotional Abuse', 'Episodic', 'Horror', 'Original Work', 'Supernatural']",TV,['Studio Deen'],2005 - 2006,0
33949,1005,6970,Karneval Specials,['Comedy'],Special,"['Bandai Visual', 'Manglobe']",2013-2013,Tentai Senshi Sunred Specials,"['Based on a Manga', 'Comedy', 'Monsters', 'Parody']",DVD Special,['AIC A.S.T.A.'],2009,0
34079,71,6975,Cardcaptor Sakura Movie 1 (Cardcaptor Sakura: The Movie),"['Comedy', 'Drama', 'Fantasy', 'Magic', 'Shoujo']",Movie,"['Madhouse', 'NHK', 'Kodansha', 'Shelty', 'Nelvana', 'NHK Enterprises', 'Discotek']",1999-1999,Cardcaptor Sakura: The Movie,"['Family Friendly', 'Magical Girl', 'Shoujo']",Movie,['MADHOUSE'],1999,0
34317,1021,7002,Pokemon Diamond &amp; Pearl Specials,"['Action', 'Comedy', 'Fantasy', 'Kids']",Special,['Oriental Light and Magic'],2011-2011,Shinryaku! Ika Musume Specials,"['Comedy', 'Omake']",DVD Special,['Diomedea'],2011,0
34391,296,7006,Hana yori Dango (Movie),"['Drama', 'Romance', 'Shoujo']",Movie,['Discotek'],1997-1997,Hana Yori Dango,"['Based on a Manga', 'Comedy', 'Drama', 'Josei', 'Reverse Harem', 'Romance', 'School Life']",TV,['Toei Animation'],1996 - 1997,0
34604,1679,7031,Hanbun no Tsuki ga Noboru Sora (Looking Up At The Half-Moon),"['Comedy', 'Drama', 'Romance']",TV,"['Group TAC', 'Pony Canyon', 'Right Stuf', 'Crimson Star Media']",2006-2006,InuYasha The Movie 2: The Castle Beyond the Looking Glass,"['Based on a Manga', 'Demons', 'Fantasy', 'Feudal Japan', 'Person in a Strange World', 'Shounen']",Movie,['Sunrise'],2002,0
34620,1184,7034,Joshi Kousei Specials (High School Girls Specials),"['Ecchi', 'School', 'Slice of Life']",Special,['Arms'],2006-2006,Detective Conan OVA 8: High School Girl Detective Sonoko Suzuki's Case Files,['Detectives'],OVA,[''],2008,0
34625,1942,7034,Cuticle Tantei Inaba (Cuticle Detective Inaba),"['Action', 'Comedy', 'Mystery', 'Shounen', 'Supernatural']",TV,"['Zexcs', 'Sentai Filmworks']",2013-2013,Detective Conan OVA 8: High School Girl Detective Sonoko Suzuki's Case Files,['Detectives'],OVA,[''],2008,0
34693,1189,7041,Sora no Manimani Specials (At The Mercy of The Sky Specials),"['Comedy', 'School', 'Slice of Life']",Special,['Studio Comet'],2009-2009,Lupin III Special 15: Operation Return the Treasure,"['Action', 'Comedy', 'Thieves']",TV Special,['TMS Entertainment'],2003,0
34712,90,7049,Digimon Adventure Movie (Digimon: The Movie),"['Action', 'Fantasy', 'Kids', 'Sci-Fi']",Movie,['Toei Animation'],1999-1999,One Piece Movie 2: Clockwork Island Adventure,"['Adventure', 'Pirates', 'Shounen']",Movie,['Toei Animation'],2001,0
35042,1779,7111,Vampire Knight Guilty (Vampire Knight),"['Drama', 'Mystery', 'Shoujo', 'Supernatural', 'Vampire']",TV,"['TV Tokyo', 'Aniplex', 'Studio Deen', 'Viz Media']",2008-2008,Chibi Vampire,"['Based on a Manga', 'Romance', 'Shoujo', 'Vampires']",TV,['J.C.Staff'],2005 - 2006,0
35168,1060,7129,Hidan no Aria Special (Aria the Scarlet Ammo Special),"['Action', 'Comedy', 'Romance']",Special,"['J.C.Staff', 'FUNimation Entertainment', 'flying DOG']",2011-2011,Black Jack Special: The 4 Miracles of Life,"['[]""']""",TV Special,[''],2003,0
35308,1027,7138,Toaru Majutsu no Index Specials,"['Comedy', 'Parody']",Special,['J.C.Staff'],2009-2009,Humanity Has Declined Specials,"['[]""']""",DVD Special,['AIC A.S.T.A.'],2012 - 2013,0
35310,1037,7138,Chicchana Yukitsukai Sugar Specials,"['Comedy', 'Magic', 'Shoujo', 'Slice of Life']",Special,"['J.C.Staff', 'Kadokawa Shoten', 'Broccoli', 'TBS', 'Pioneer LDC', 'Sentai Filmworks']",2003-2003,Humanity Has Declined Specials,"['[]""']""",DVD Special,['AIC A.S.T.A.'],2012 - 2013,0
35380,928,7146,So Ra No Wo To Specials (Sound of the Sky),"['Military', 'Music', 'Sci-Fi', 'Slice of Life']",Special,"['Aniplex', 'A-1 Pictures']",2010-2010,Sound of the Sky,"['Comedy', 'Military', 'Music', 'Original Work', 'Post-apocalyptic', 'Slice of Life']",TV,['A-1 Pictures'],2010,1
35390,764,7147,Shamanic Princess,"['Action', 'Fantasy', 'Magic', 'Romance']",OVA,"['Bandai Visual', 'Triangle Staff', 'Animate Film', 'Movic', 'Media Blasters', 'Central Park Media']",1996-1998,The Familiar of Zero: Princess no Rondo: Seductive Beach,"['Comedy', 'Ecchi', 'Master-Servant Relationship']",DVD Special,['J.C.Staff'],2008,0
35453,2330,7151,Cobra The Animation,"['Action', 'Adventure', 'Sci-Fi', 'Space']",TV,['Magic Bus'],2010-2010,Aria the Animation,"['Based on a Manga', 'Slice of Life', 'Work Life']",TV,['Hal Film Maker'],2005,0
35591,986,7173,Kindaichi Shounen no Jikenbo Specials,"['Mystery', 'Shounen']",Special,['Toei Animation'],2007-2007,Shijou Saikyou no Deshi Kenichi OVA Specials,"['Comedy', 'Martial Arts', 'Shounen']",DVD Special,['Brains-Base'],2013 - 2014,0
35629,1113,7178,Fate/kaleid liner Prisma☆Illya 2wei! Specials,"['Comedy', 'Ecchi', 'Fantasy', 'Magic']",Special,"['Lantis', 'Silver Link', 'DAX Production']",2014-2015,Fate/Kaleid Liner Prisma Illya 2wei!,"['Action', 'Based on a Manga', 'Comedy', 'Fantasy', 'Magic', 'Magical Girl']",TV,['SILVER LINK'],2014,1
35639,2273,7180,Taiho Shichau zo Special (You&#039;re Under Arrest Mini Specials),"['Action', 'Comedy', 'Police', 'Shounen']",TV,['TBS'],1999-1999,You're Under Arrest!: Diverting Traffic at the Beach,"['[]""']""",DVD Special,['Studio Deen'],1997,0
35675,589,7192,Gensoumaden Saiyuuki OVA,"['Adventure', 'Shounen', 'Supernatural']",OVA,['Tokyo Kids'],1999-1999,Gensou Maden Saiyuki Reload,"['Adventure', 'Fantasy', 'Journey to the West']",TV,['Studio Pierrot'],2003 - 2004,0
36172,1139,7265,Tide-Line Blue Special,"['Adventure', 'Drama', 'Shounen']",Special,['Bandai Entertainment'],2006-2006,Lupin III Special 7: The Pursuit of Harimao's Treasure,"['Action', 'Thieves']",TV Special,['TMS Entertainment'],1995,0
36212,948,7271,Pandora Hearts Specials,['Comedy'],Special,"['Xebec', 'Square Enix', 'flying DOG']",2009-2010,Wandering Son Specials,"['[]""']""",DVD Special,['AIC'],2011,0
36254,1133,7271,Isshuukan Friends. Specials,"['School', 'Slice of Life']",Special,"['Brains Base', 'Sentai Filmworks', 'TOHO animation']",2014-2014,Wandering Son Specials,"['[]""']""",DVD Special,['AIC'],2011,0
36445,1075,7292,Peace Maker Kurogane Special,"['Action', 'Comedy', 'Drama', 'Historical', 'Samurai', 'Shounen']",Special,['Gonzo'],2003-2003,Lupin III Special 6: Dragon of Doom,"['Action', 'Comedy', 'Thieves']",TV Special,['TMS Entertainment'],1994,0
36477,953,7294,Mobile Suit Gundam Seed Special Edition,"['Action', 'Mecha', 'Military', 'Sci-Fi', 'Space']",Special,"['Sunrise', 'Asatsu DK', 'Bandai Entertainment', 'Atelier Musa']",2004-2004,The iDOLM@STER Special,['Idols'],TV Special,['A-1 Pictures'],2012,0
36504,1212,7294,Gokukoku no Brynhildr Special (Brynhildr in the Darkness Special),"['Comedy', 'Ecchi', 'Harem', 'Sci-Fi', 'Seinen']",Special,"['VAP', 'Arms', 'Sentai Filmworks']",2014-2014,The iDOLM@STER Special,['Idols'],TV Special,['A-1 Pictures'],2012,0
36509,1593,7294,Special A (Special A (S.A)),"['Comedy', 'Romance', 'School', 'Shoujo']",TV,"['Gonzo', 'AIC', 'Sentai Filmworks', 'Showgate']",2008-2008,The iDOLM@STER Special,['Idols'],TV Special,['A-1 Pictures'],2012,0
36603,660,7311,Queen Emeraldas,"['Action', 'Adventure', 'Sci-Fi']",OVA,"['Oriental Light and Magic', 'ADV Films', 'Four Some', 'Dynamic Planning']",1998-1999,Queen Emeraldas,"['Based on a Manga', 'Sci Fi', 'Space Pirates']",OVA,[''],1998 - 1999,1
36653,1158,7313,Bannou Bunka Neko-Musume Specials,"['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi', 'Shounen']",Special,"['Movic', 'Production Reed']",1999-1999,Shakugan no Shana II Specials,['Comedy'],DVD Special,['J.C.Staff'],2008 - 2009,0
36727,1551,7329,Mobile Suit Gundam Wing,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']",TV,"['Sunrise', 'TV Asahi', 'Bandai Entertainment']",1995-1996,Mobile Suit Zeta Gundam: A New Translation III -Love is the Pulse of the Stars-,"['[]""']""",Movie,[''],2006,0
36750,2577,7334,Agatha Christie no Meitantei Poirot to Marple,"['Historical', 'Mystery']",TV,['Oriental Light and Magic'],2004-2005,Meitantei Conan OVA 1: Conan VS KID VS Yaiba,"['Crossover', 'Detectives', 'Thieves']",OVA,['TMS Entertainment'],2001,0
36757,1999,7335,Matantei Loki Ragnarok (Mythical Detective Loki Ragnarok),"['Comedy', 'Magic', 'Mystery', 'Shounen', 'Supernatural']",TV,"['TV Tokyo', 'Studio Deen', 'ADV Films', 'Rakuonsha', 'Sentai Filmworks']",2003-2003,Detective Conan OVA 1: Conan vs Kid vs YAIBA,"['Crossover', 'Detectives', 'Thieves']",OVA,['TMS Entertainment'],2001,0
36758,533,7336,Trinity Seven OVA,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Magic', 'Romance', 'School', 'Supernatural']",OVA,"['Seven Arcs', 'Avex Entertainment']",2015-2015,Trinity Blood,"['Based on a Light Novel', 'Episodic', 'Post-apocalyptic', 'Supernatural', 'Vampires']",TV,['GONZO'],2005,0
36798,900,7345,Gekkan Shoujo Nozaki-kun Specials,"['Comedy', 'Romance', 'School']",Special,"['Doga Kobo', 'Media Factory']",2014-2015,Arslan Senki Specials,['Comedy'],DVD Special,['SANZIGEN Animation Studio'],2015 - ?,0
36857,1158,7345,Bannou Bunka Neko-Musume Specials,"['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi', 'Shounen']",Special,"['Movic', 'Production Reed']",1999-1999,Arslan Senki Specials,['Comedy'],DVD Special,['SANZIGEN Animation Studio'],2015 - ?,0
36866,1179,7345,Etotama Specials,"['Action', 'Comedy', 'Fantasy']",Special,"['Shirogumi', 'Encourage Films']",2015-2015,Arslan Senki Specials,['Comedy'],DVD Special,['SANZIGEN Animation Studio'],2015 - ?,0
36897,938,7356,Rurouni Kenshin Special (Samurai X Special),"['Action', 'Historical', 'Romance', 'Samurai']",Special,"['Studio Deen', 'SME Visual Works', 'Fuji TV', 'Media Blasters']",1998-1998,Ayakashi - Samurai Horror Tales,"['Based on a Novel', 'Collections', 'Demons', 'Fantasy', 'Horror', 'Japanese Mythology', 'noitaminA', 'Original Work', 'Violence']",TV,['Toei Animation'],2006,0
37112,1558,7388,Arslan Senki (TV) (The Heroic Legend of Arslan),"['Action', 'Adventure', 'Drama', 'Fantasy', 'Historical', 'Supernatural']",TV,"['FUNimation Entertainment', 'Mainichi Broadcasting', 'Kodansha', 'Magic Capsule', 'SANZIGEN', 'LIDENFILMS', 'Graphinica', 'NBCUniversal Entertainment']",2015-2015,Legend of the Condor Hero III,['Martial Arts'],TV,['Jade Animation'],2008,0
37174,1236,7403,Tsubasa to Hotaru (2015),"['Romance', 'School', 'Shoujo']",Special,['J.C.Staff'],2015-2015,Hotaru no Haka,"['Drama', 'Historical', 'World War 2']",Movie,['Studio Ghibli'],1988,0
37322,1437,7421,Love Live! School Idol Project 2nd Season,"['Music', 'School', 'Slice of Life']",TV,"['Sunrise', 'NIS America', 'Inc.']",2014-2014,Love Live! The School Idol Movie,"['Idols', 'Music']",Movie,['Sunrise'],2015,0
37401,2784,7439,Ai no Gakko Cuore Monogatari,"['Drama', 'Historical', 'Slice of Life']",TV,['Nippon Animation'],1981-1981,Isekai no Seikishi Monogatari,"['Ecchi', 'Fantasy', 'Harem', 'Mecha', 'School Life']",OVA,['AIC Spirits'],2009 - 2010,0
37427,296,7445,Hana yori Dango (Movie),"['Drama', 'Romance', 'Shoujo']",Movie,['Discotek'],1997-1997,Yu Yu Hakusho The Movie: Poltergeist Report,"['[]""']""",Movie,['Studio Pierrot'],1994,0
37600,376,7475,Katekyo Hitman Reborn! Special,"['Comedy', 'Shounen']",ONA,['Artland'],2010-2010,Rec Special,"['[]""']""",DVD Special,['Shaft'],2006,0
37747,913,7482,Kuroko no Basket NG-shuu (Kuroko&#039;s Basketball Specials),"['Comedy', 'School', 'Shounen', 'Sports']",Special,['Production I.G'],2012-2013,Tales of Symphonia: Tethe'alla Hen Specials,"['[]""']""",DVD Special,[''],2010 - 2011,0
37765,1152,7482,Seirei Tsukai no Blade Dance Specials,"['Action', 'Fantasy', 'School', 'Supernatural']",Special,['TNK'],2014-2015,Tales of Symphonia: Tethe'alla Hen Specials,"['[]""']""",DVD Special,[''],2010 - 2011,0
37959,1268,7507,Owarimonogatari,"['Comedy', 'Mystery', 'Supernatural']",TV,['Shaft'],2015-2015,Bakemonogatari Recap,"['Based on a Light Novel', 'Comedy', 'Ecchi', 'Recap', 'Supernatural', 'Tsundere']",TV Special,['Shaft'],2009,0
38097,984,7521,HeatGuy J Special,"['Action', 'Adventure', 'Mecha', 'Police', 'Sci-Fi']",Special,"['Bandai Visual', 'Satelight', 'FUNimation Entertainment']",2003-2003,Gargantia on the Verdurous Planet Special,"['[]""']""",DVD Special,['Production I.G'],2013,0
38210,1551,7531,Mobile Suit Gundam Wing,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']",TV,"['Sunrise', 'TV Asahi', 'Bandai Entertainment']",1995-1996,Mobile Suit Gundam: The 08th MS Team - A Battle With The Third Dimension,"['[]""']""",OVA,['Sunrise'],2013,0
38286,217,7540,eX-Driver the Movie,"['Action', 'Adventure', 'Cars', 'Comedy', 'Sci-Fi', 'Shounen']",Movie,"['Bandai Visual', 'Actas', 'Genco']",2002-2002,Sailor Moon R: The Movie,"['Magical Girl', 'Shoujo']",Movie,['Toei Animation'],1993,0
38497,1029,7565,Toaru Kagaku no Railgun S Specials,['Comedy'],Special,['J.C.Staff'],2013-2013,Hagane no Renkinjutsushi: Milos no Sei-Naru Hoshi Specials,['Comedy'],DVD Special,['Bones'],2011,0
38538,2119,7575,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,"['Comedy', 'School', 'Shounen', 'Slice of Life']",TV,"['Square Enix', 'Silver Link', 'Sentai Filmworks', 'Watamote Production Committee', 'Good Smile Company']",2013-2013,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,"['Based on a Manga', 'Comedy', 'Otaku Culture', 'School Life', 'Slice of Life']",TV,['SILVER LINK'],2013,1
38596,1075,7582,Peace Maker Kurogane Special,"['Action', 'Comedy', 'Drama', 'Historical', 'Samurai', 'Shounen']",Special,['Gonzo'],2003-2003,Tamayura: Hitotose Special,"['[]""']""",DVD Special,['TYO Animations'],2012,0
38616,225,7583,Aru Machi Kado no Monogatari (Tales of the Street Corner),"['Drama', 'Music', 'Romance']",Movie,['Mushi Productions'],1962-1962,Gokinjo Monogatari,"['Comedy', 'Drama', 'Fashion', 'Love Triangle', 'Romance', 'School Life', 'Shoujo']",TV,['Toei Animation'],1995 - 1996,0
38790,1080,7600,C³ Special,"['Action', 'Comedy', 'Ecchi', 'School', 'Supernatural']",Special,"['FUNimation Entertainment', 'Silver Link']",2012-2012,"Love Hina Special: Motoko's Choice, Love or Sword: Don't Cry","['Comedy', 'Ecchi', 'Harem', 'Romance']",DVD Special,['XEBEC'],2000,0
39016,1730,7634,Ashita no Nadja (Tomorrow&#039;s Nadja),"['Adventure', 'Drama', 'Historical', 'Romance', 'Shoujo']",TV,['Toei Animation'],2003-2004,Ashita no Nadja,"['Adventure', 'Drama', 'Europe', 'Original Work', 'Romance']",TV,['Toei Animation'],2003 - 2004,1
39240,1005,7675,Karneval Specials,['Comedy'],Special,"['Bandai Visual', 'Manglobe']",2013-2013,Maria-sama ga Miteru ~Haru~ Specials,"['Comedy', 'Omake', 'Shoujo-ai']",DVD Special,['Studio Deen'],2004 - 2005,0
39477,98,7725,Ashita no Joe 2 (Movie),"['Drama', 'Sports']",Movie,['Tokyo Movie Shinsha'],1981-1981,Ashita no Joe,"['Based on a Manga', 'Boxing', 'Hand to Hand Combat', 'Sports']",TV,['Mushi Pro'],1970 - 1971,0
39800,480,7756,Ranma ½ Special,"['Adventure', 'Comedy', 'Romance', 'Shounen']",OVA,"['Gainax', 'Studio Deen', 'Viz Media', 'Pony Canyon', 'Fuji TV']",1994-1995,Lupin III Special 19: Kiri no Elusive,"['Action', 'Thieves', 'Time Travel']",TV Special,['TMS Entertainment'],2007,0
40038,953,7775,Mobile Suit Gundam Seed Special Edition,"['Action', 'Mecha', 'Military', 'Sci-Fi', 'Space']",Special,"['Sunrise', 'Asatsu DK', 'Bandai Entertainment', 'Atelier Musa']",2004-2004,Special Duty Combat Unit Shinesman,"['Action', 'Aliens', 'Comedy', 'Parody', 'Sci Fi', 'Slice of Life']",OVA,['ANIMATE'],1996,0
40066,1212,7775,Gokukoku no Brynhildr Special (Brynhildr in the Darkness Special),"['Comedy', 'Ecchi', 'Harem', 'Sci-Fi', 'Seinen']",Special,"['VAP', 'Arms', 'Sentai Filmworks']",2014-2014,Special Duty Combat Unit Shinesman,"['Action', 'Aliens', 'Comedy', 'Parody', 'Sci Fi', 'Slice of Life']",OVA,['ANIMATE'],1996,0
40106,1023,7781,Fantastic Children Special,['Slice of Life'],Special,['Nippon Animation'],2005-2005,Manabi Straight! Special,"['Moe', 'Slice of Life']",DVD Special,['ufotable'],2007,0
40295,1110,7787,Grisaia no Kajitsu Specials,"['Comedy', 'Ecchi']",Special,['8bit'],2014-2015,Shakugan no Shana S Specials,['Comedy'],DVD Special,['J.C.Staff'],2009 - 2010,0
40369,1927,7809,Ikoku Meiro no Croisée,"['Historical', 'Seinen', 'Slice of Life']",TV,"['Satelight', 'Sentai Filmworks', 'Sony Music Communications', 'Bushiroad Inc.']",2011-2011,Ikoku Meiro no Croisée Special,"['[]""']""",Web,['Satelight'],2011,1
40603,2697,7835,Hikari to Mizu no Daphne (Daphne in the Brilliant Blue),"['Comedy', 'Drama', 'Mystery', 'Police', 'Psychological', 'Sci-Fi']",TV,"['J.C.Staff', 'Genco', 'Lantis', 'Sentai Filmworks', 'Toshiba Entertainment']",2004-2004,Armored Trooper Votoms: The Brilliant Heretic,['Original Work'],OVA,['Sunrise'],1994,0
40618,1224,7840,Thermae Romae x Yoyogi Animation Gakuin Collaboration,"['Comedy', 'Historical', 'Seinen']",Special,['DLE'],2012-2012,Heppoko Jikken Animation Excel Saga,"['Action', 'Based on a Manga', 'Comedy', 'Parody', 'Sci Fi', 'Violence']",TV,['J.C.Staff'],1999 - 2000,0
40856,1062,7868,Koi to Senkyo to Chocolate Special,"['Drama', 'Romance', 'School']",Special,"['Aniplex', 'AIC Build']",2013-2013,Kidou Senshi Gundam SEED Destiny Special Edition III: Sadame no Goka,['Sci Fi'],TV Special,['Sunrise'],2006,0
40892,75,7877,Majokko Shimai no Yoyo to Nene (Magical Sisters Yoyo &amp; Nene),"['Fantasy', 'Magic']",Movie,"['Aniplex', 'ufotable', 'Starchild Records', 'Tokuma Shoten']",2013-2013,To Aru Majutsu no Index: A Certain Magical Index-tan,"['Based on a Light Novel', 'Comedy', 'Magic', 'Parody', 'Psychic Powers', 'Sci Fi', 'Supernatural', 'Superpowers']",DVD Special,['J.C.Staff'],2009,0
40903,2763,7877,Oyayubi Hime Monogatari (Thumbelina: A Magical Story),"['Adventure', 'Fantasy', 'Shoujo']",TV,['Enoki Films'],1992-1992,To Aru Majutsu no Index: A Certain Magical Index-tan,"['Based on a Light Novel', 'Comedy', 'Magic', 'Parody', 'Psychic Powers', 'Sci Fi', 'Supernatural', 'Superpowers']",DVD Special,['J.C.Staff'],2009,0
40947,974,7883,Elfen Lied Special (Elfen Lied: In the Passing Rain),"['Drama', 'Ecchi', 'Supernatural']",Special,"['VAP', 'ADV Films']",2005-2005,Princess Resurrection Special,['Supernatural'],DVD Special,['MADHOUSE'],2008,0
41051,2273,7886,Taiho Shichau zo Special (You&#039;re Under Arrest Mini Specials),"['Action', 'Comedy', 'Police', 'Shounen']",TV,['TBS'],1999-1999,Lupin III Special 4: From Russia With Love,"['America', 'Thieves']",TV Special,['TMS Entertainment'],1992,0
41127,404,7901,Kyou no Asuka Show,"['Comedy', 'Ecchi', 'Seinen']",ONA,"['Lantis', 'Half H.P Studio', 'Silver Link']",2012-2013,Kyou no Go no Ni (2009),"['Based on a Manga', 'Comedy', 'Slice of Life']",OVA,['XEBEC'],2009,0
41133,100,7904,Marmalade Boy Movie,"['Romance', 'Shoujo']",Movie,['TOKYOPOP'],1995-1995,Marmalade Boy: The Movie,"['Comedy', 'Romance']",Movie,['Toei Animation'],1995,1
41157,3105,7906,Anmitsu Hime (Princess Anmitsu),"['Comedy', 'Historical', 'Shoujo']",TV,"['Studio Pierrot', 'Fuji Pacific Music Publishing']",1986-1987,Princess Arete,"['Drama', 'Fantasy', 'Medieval']",Movie,['Studio 4\xc2\xb0C'],2001,0
41279,4,7919,Mononoke Hime (Princess Mononoke),"['Action', 'Adventure', 'Fantasy']",Movie,"['Studio Ghibli', 'Tokuma Shoten', 'GKids', 'Nippon Television Network Corporation']",1997-1997,Murder Princess,"['Action', 'Body Swapping', 'Fantasy']",OVA,['BEE TRAIN'],2007,0
41311,953,7920,Mobile Suit Gundam Seed Special Edition,"['Action', 'Mecha', 'Military', 'Sci-Fi', 'Space']",Special,"['Sunrise', 'Asatsu DK', 'Bandai Entertainment', 'Atelier Musa']",2004-2004,Mobile Suit Gundam SEED Movie II: The Far-Away Dawn,['Sci Fi'],TV Special,[''],2004,1
41529,998,7941,Shakugan no Shana Specials,"['Comedy', 'Parody']",Special,"['J.C.Staff', 'Geneon Universal Entertainment', 'FUNimation Entertainment']",2006-2007,Gintama: Shinyaku Benizakura-hen Special,"['Aliens', 'Comedy', 'Feudal Japan', 'Parody', 'Samurai', 'Sci Fi']",DVD Special,['Sunrise'],2010,0
